ISLOTIN,500 mg comp.x 100,Craveri
ISLOTIN,500 mg comp.x 30,Craveri
ISLOTIN XR 750,750 mg comp.rec.AP x 30,Craveri
ISLOTIN XR 750,750 mg comp.rec.AP x 60,Craveri
ISLOTIN RETARD,850 mg comp.rec.AP x 100,Craveri
ISLOTIN RETARD,850 mg comp.rec.AP x 30,Craveri
ISLOTIN RETARD,850 mg comp.rec.AP x 60,Craveri
DIGESPLEN,grag.x 30,Craveri
METROLOCAL,0.8% gel x 30 g,Craveri
NORFLOXACINA CRAVERI,comp.x 10,Craveri
NORFLOXACINA CRAVERI,comp.x 20,Craveri
UREQUIN,comp.x 20,Craveri
UREQUIN,comp.x 50,Craveri
PENTOMIRON,comp.rec.x 60,Craveri
CLASICA,150 mg c·ps.x 28,Craveri
CLASICA,150 mg c·ps.x 30,Craveri
CLASICA,25 mg c·ps.x 28,Craveri
CLASICA,25 mg c·ps.x 30,Craveri
CLASICA,75 mg c·ps.x 28,Craveri
CLASICA,75 mg c·ps.x 30,Craveri
CRAVENORM,1 mg comp.x 30,Craveri
LIPOGLUTAREN 10,10 mg comp.rec.x 30,Craveri
LIPOGLUTAREN 20,20 mg comp.rec.x 30,Craveri
LIPOGLUTAREN 5,5 mg comp.rec.x 30,Craveri
LIPOGLUTAREN DUO,10/10 mg comp.rec.x30+30,Craveri
LIPOGLUTAREN DUO,20/10 mg comp.rec.x30+30,Craveri
NOLEN,c·ps.x 30,Craveri
NOLEN,c·ps.x 60,Craveri
FIRMEL,50 mg comp.mast.x 2,Craveri
FIRMEL,50 mg comp.x 10,Craveri
FIRMEL,50 mg comp.x 2,Craveri
FIRMEL,50 mg comp.x 20,Craveri
MIGRATRIPTAN,100 mg comp.x 2,Craveri
MIGRATRIPTAN,100 mg comp.x 4,Craveri
TELPRES,40 mg comp.x 28,Craveri
TELPRES,80 mg comp.x 28,Craveri
KLIMASTRESS,2.5 mg comp.x 30,Craveri
CIAGEN 600,600 mg comp.rec.x 30,Craveri
CIAGEN 600,600 mg comp.rec.x 60,Craveri
TRAMUSTIN,comp.x 10,Craveri
TRAMUSTIN,comp.x 20,Craveri
TRAMUSTIN,comp.x 30,Craveri
BIORGAN,200 mg comp.x 20,Craveri
BIORGAN,200 mg comp.x 40,Craveri
BIORGAN AP,300 mg comp.x 20,Craveri
BIORGAN B,comp.x 30,Craveri
BIORGAN S,200/120 mg comp.rec.x 20,Craveri
BIORGAN S,200/120 mg comp.rec.x 40,Craveri
BIAFINE,emuls.x 93 g,Craveri
TROXEVEN FORTE,500 mg comp.x 20,Craveri
TROXEVEN FORTE,500 mg comp.x 40,Craveri
SINCERUM,gts.x 5 ml,Dallas
PROETZONIDE NEBU,fco.x 20 ml,Dallas
CABAL,comp.x 10,Dallas
CABAL,comp.x 30,Dallas
CABAL,gts.x 10 ml,Dallas
PROETZTOTAL,sol.p/nebulizar x 10 ml,Dallas
PROETZTOTAL,sol.p/nebulizar x 20 ml,Dallas
VILTAR,comp.x 10,Dallas
VILTAR,comp.x 20,Dallas
NATACYN,fco.x 15 ml,Daxley
DENVERMUC 600,600 mg sob.x 10,Denver Farma
ALPRAZOLAM DENVER FARMA,0.5 mg comp.x 60,Denver Farma
ALPRAZOLAM DENVER FARMA,1 mg comp.x 60,Denver Farma
ALPRAZOLAM DENVER FARMA,2 mg comp.x 30,Denver Farma
ALPRAZOLAM DENVER FARMA,2 mg comp.x 60,Denver Farma
AMLODIPINA DENVER FARMA,10 mg comp.x 30,Denver Farma
LIPOSTOP,10 mg comp.x 30,Denver Farma
LIPOSTOP,20 mg comp.x 30,Denver Farma
DENVERCORT,0.1% cr.x 15 g,Denver Farma
DENVERCREM DENVER FARMA,cr.x 20 g,Denver Farma
OFTALFENAC,sol.oft.x 5 ml,Denver Farma
BUDESONIDA DF BRONQUIAL,aerosol x 200 dosis,Denver Farma
BUDESONIDA DF NEBU,env.x 20 ml,Denver Farma
CARBAMAZEPINA DENVER FARMA,200 mg comp.x 30,Denver Farma
CARBAMAZEPINA DENVER FARMA,200 mg comp.x 60,Denver Farma
ALIVIALUX,gel oft.x 10 g,Denver Farma
ALIVIAMAX,0.5% sol.oft.x 10 ml,Denver Farma
ALIVIAMAX,1% sol.oft.x 10 ml,Denver Farma
CARDIONORM,12.5 mg comp.x 28,Denver Farma
CARDIONORM,25 mg comp.x 28,Denver Farma
CARDIONORM,6.25 mg comp.x 28,Denver Farma
DENCILOX,100 mg comp.x 30,Denver Farma
CIPROFLOXACINA DENVER FARMA,500 mg comp.rec.x 10,Denver Farma
CIPROFLOXACINA DENVER FARMA,sol.oft.x 5 ml,Denver Farma
TACINES,susp.oft.x 5 ml,Denver Farma
CLONAZEPAM DENVER FARMA,0.5 mg comp.x 60,Denver Farma
CLONAZEPAM DENVER FARMA,2 mg comp.x 60,Denver Farma
GLUCODUO,1500/1200 mg sob.x 30,Denver Farma
PANCLOGESIC,50/300 mg comp.rec.x 10,Denver Farma
PANCLOGESIC,50/300 mg comp.rec.x 30,Denver Farma
DICLOFENAC DENVER FARMA,75 mg comp.x 15,Denver Farma
DICLOFENAC DENVER FARMA,75 mg comp.x 30,Denver Farma
DICLOFENAC DENVER FARMA,75 mg/3 ml a.x 6,Denver Farma
PANCLOFLEX,comp.rec.x 10,Denver Farma
PANCLOFLEX,comp.rec.x 20,Denver Farma
PANCLO B12,comp.rec.x 20,Denver Farma
PANCLO B12,iny.a.x 3 x 3 ml,Denver Farma
PANCLO B12,iny.a.x 6 x 3 ml,Denver Farma
DIFENHIDRAMINA DENVER FARMA,50 mg comp.x 20,Denver Farma
DIFENHIDRAMINA DENVER FARMA,jbe.x 120 ml,Denver Farma
ALIVIAFLEB,500 mg comp.rec.x 30,Denver Farma
ALIVIAFLEB,500 mg comp.rec.x 60,Denver Farma
ALIVIAPRES,sol.oft.x 5 ml,Denver Farma
ESPIRONOLACTONA DENVER FARMA,100 mg comp.x 30,Denver Farma
ESPIRONOLACTONA DENVER FARMA,25 mg comp.x 30,Denver Farma
TROPIOFTAL F,sol.oft.x 5 ml,Denver Farma
FENITOINA DENVER FARMA,100 mg c·ps.x 30,Denver Farma
FENITOINA DENVER FARMA,100 mg c·ps.x 50,Denver Farma
ASMABRON,125/25 c/cont.dosis x120,Denver Farma
ASMABRON,125/25 mcg aer.x 120 ds.,Denver Farma
ASMABRON,250/25 c/cont.dosis x120,Denver Farma
ASMABRON,250/25 mcg aer.x 120 ds.,Denver Farma
FUROSEMIDA DENVER FARMA,40 mg comp.x 50,Denver Farma
GLUCOSAMINA DENVER FARMA,1500 mg sobres x 30,Denver Farma
HALOPERIDOL DENVER FARMA DECANOATO,150 mg a.x 3 ml,Denver Farma
INSULINA DENSULIN R,100 UI cart.x 5 x 3 ml,Denver Farma
INSULINA DENSULIN N,100 UI cart.x 5 x 3 ml,Denver Farma
INSULINA DENSULIN N,100 UI fco. a. x 10ml,Denver Farma
INSULINA DENSULIN R,100 UI fco. a. x 10ml,Denver Farma
OFTALPRES,sol.oft.estÈril x 2.5 ml,Denver Farma
LIDOCAINA DENVER FARMA,2% jalea x 25 ml,Denver Farma
LIDOCAINA DENVER FARMA,2% viscosa fco.got.x50ml,Denver Farma
ANTIHEMORROIDAL DENVER FARMA,cr.rectal x 20 g,Denver Farma
ALIVIATOS,sol.x 120 ml,Denver Farma
TACICUL,50 mg comp.rec.x 30,Denver Farma
TACICUL D,50/12.5 mg comp.rec.x 30,Denver Farma
TOBRABIOTIC SOFT,susp.oft.x 5 ml,Denver Farma
MELOXICAM DENVER FARMA,15 mg comp.x 10,Denver Farma
MELOXICAM DENVER FARMA,15 mg comp.x 30,Denver Farma
GLUCOGOOD,1000 mg comp.rec.x 60,Denver Farma
GLUCOGOOD,850 mg comp.rec.x 30,Denver Farma
GLUCOGOOD,850 mg comp.rec.x 60,Denver Farma
METRONIDAZOL DENVER FARMA,500 mg comp.x 20,Denver Farma
DENVERKAST,10 mg comp.x 30,Denver Farma
DENVERKAST,4 mg comp.mast.x 30,Denver Farma
DENVERKAST,5 mg comp.mast.x 30,Denver Farma
MOXIDROP,sol.oft.x 5 ml,Denver Farma
NEBIVOLOL DENVER FARMA,5 mg comp.x 28,Denver Farma
NISTATINA DENVER FARMA,cr.x 30 g,Denver Farma
NISTATINA DENVER FARMA,susp.oral x 60 ml,Denver Farma
NITROFURAZONA DENVER FARMA,apÛs.x 20,Denver Farma
NITROFURAZONA DENVER FARMA,pda.x 35 g,Denver Farma
OFTALDROP,susp.oft.x 10 ml,Denver Farma
GAVANEURAL,150 mg c·ps.x 30,Denver Farma
GAVANEURAL,25 mg caps.x 30,Denver Farma
GAVANEURAL,75 mg c·ps.x 30,Denver Farma
RIFAMICINA SV DENVER FARMA,1% spray x 30 ml,Denver Farma
RIFAMICINA SV DENVER FARMA,pda.x 30 g,Denver Farma
RIFAMICINA SV DENVER FARMA,sol.uso local x 22 ml,Denver Farma
NONLIPID,10 mg comp.x 28,Denver Farma
NONLIPID,10 mg comp.x 30,Denver Farma
NONLIPID 20 MG,20 mg comp.x 30,Denver Farma
SALBUDEN HFA CON AEROCAMARA DF 280,inh.HFA+aeroc.x 250ds.,Denver Farma
SALBUDEN,inhalador hfa x 250 ds.,Denver Farma
SALBUTAMOL DENVER FARMA,sol.p/nebul.x 20 ml,Denver Farma
SUCRALFATO DENVER FARMA,20% susp.x 200 ml,Denver Farma
SULFADIAZINA DE PLATA DENVER FARMA,cr.pomo x 200 g,Denver Farma
SULFADIAZINA DE PLATA DENVER FARMA,cr.pomo x 30 g,Denver Farma
SULFADIAZINA DE PLATA DENVER FARMA,cr.pomo x 50 g,Denver Farma
SULFADIAZINA DE PLATA DENVER FARMA,cr.pote x 400 g,Denver Farma
DENVERPROST,0.4 mg c·ps.lib.cont.x30,Denver Farma
PIAM,sol.oft.x 10 ml,Denver Farma
TIMOLOL DENVER FARMA,sol.oft.x 5 ml,Denver Farma
TOBRABIOTIC,sol.oft.x 5 ml,Denver Farma
TOBRABIOTIC D,susp.oft.x 5 ml,Denver Farma
IBEPRAL 60,c·ps.x 15,Domønguez
IBEPRAL 30,c·ps.x 15,Domønguez
IBEPRAL 30,c·ps.x 30,Domønguez
IBEPRAL 60,c·ps.x 30,Domønguez
FOSFO-DOM,env.x 45 ml,Domønguez
ACIFOL,1 mg comp.x 30,Domønguez
ACIFOL,1 mg comp.x 60,Domønguez
ACIFOL 10,10 mg comp.x 30,Domønguez
ACIFOL 10,10 mg comp.x 60,Domønguez
ACIFOL 5,5 mg comp.x 30,Domønguez
ACIFOL 5,5 mg comp.x 60,Domønguez
ACIFOL GOTAS,fco.x 10 ml,Domønguez
ACIFOL B12,comp.x 30,Domønguez
ACIFOL B12,comp.x 60,Domønguez
MELASMAX,cr.x 10 g,Domønguez
ACIFOL FE,comp.x 30,Domønguez
ACIFOL FE,comp.x 60,Domønguez
FERIVE,100 mg a.x 5,Domønguez
AFLUSAN,50 mg comp.x 10,Domønguez
AFLUSAN,50 mg comp.x 30,Domønguez
AFLUSAN,50 mg comp.x 60,Domønguez
LACTAS,c·ps.x 20,Domønguez
LACTAS,c·ps.x 50,Domønguez
LACTAS,gts.x 3.5 ml,Domønguez
MAGNEBE,comp.x 24,Domønguez
MAGNEBE,comp.x 60,Domønguez
5-ASA 1000,1 g sob.x 30,Domønguez
5-ASA 2000,2 g sob.x 30,Domønguez
5-ASA 400,400 mg comp.x 30,Domønguez
5-ASA 400,400 mg comp.x 60,Domønguez
5-ASA 400,400 mg sup.x 10,Domønguez
5-ASA 400,400 mg sup.x 30,Domønguez
5-ASA 500,500 mg comp.x 30,Domønguez
5-ASA 500,500 mg comp.x 60,Domønguez
5-ASA 800,800 mg comp.x 30,Domønguez
5-ASA 800,800 mg comp.x 60,Domønguez
GUTRON,2.5 mg comp.x 20,Domønguez
GUTRON,2.5 mg comp.x 50,Domønguez
NITRODOM,pomo x 15 g,Domønguez
BAREX UNIPEG,sobres x 12,Domønguez
BAREX UNIPEG,sobres x 24,Domønguez
BAREX UNIPEG,sobres x 30,Domønguez
BAREX S,pvo.hidrosol.sob.x 24,Domønguez
BAREX S,pvo.hidrosol.sob.x 50,Domønguez
BAREX 70,pvo.p/sol.oral x 1 l,Domønguez
BAREX SABORIZADO,pvo.p/sol.oral x 4 l,Domønguez
BAREX KIT,barex70 x2+ 4c.bisacodil,Domønguez
NULITE,100 mg comp.x 10,Domønguez
NULITE,100 mg comp.x 30,Domønguez
NULITE,100 mg comp.x 60,Domønguez
R.I.C.CALCIO,pvo.x 100g(sob.x 20x 5g),Domønguez
R.I.C.CALCIO,pvo.x 400 g,Domønguez
QUINIDINA,grag.x 20,Domønguez
RIFADOM,200 mg comp.x 20,Domønguez
RIFADOM,200 mg comp.x 40,Domønguez
RIFADOM,550 mg comp.x 10,Domønguez
RIFADOM,550 mg comp.x 30,Domønguez
RIFADOM,550 mg comp.x 60,Domønguez
FOSFO-DOM KIT,Fosfodom+Bisacod:4c+1sup,Domønguez
DEXO,150 mg comp.x 20,Domønguez
DEXO,300 mg comp.x 20,Domønguez
DEXO,300 mg comp.x 50,Domønguez
SL B12,comp.ran.x 15,Domønguez
SL B12,comp.ran.x 30,Domønguez
DENURIX,gts.x 10 ml,Domønguez
DENURIX,gts.x 4 ml,Domønguez
SIATEX,120 mg comp. x 10,Donato Zurlo
SIATEX,60 mg comp. x 28,Donato Zurlo
SIATEX,90 mg comp. x 14,Donato Zurlo
SIATEX,90 mg comp. x 28,Donato Zurlo
VIVACHEK INO,tiras reactivas x 50,Drog. Farmaquio
CLEARSING,500 mg comp.x 3,Duncan
NULASTRES,3 mg comp.x 20,Duncan
NULASTRES,3 mg comp.x 50,Duncan
NULASTRES,6 mg comp.x 20,Duncan
NULASTRES,6 mg comp.x 50,Duncan
CIPROFLOXACINA DUNCAN,500 mg comp.x 10,Duncan
CURINFLAM,gel x 50 g,Duncan
CURINFLAM A.P.,c·ps.x 15,Duncan
CURINFLAM,iny.a.x 6 x 3 ml,Duncan
HISTALER,jbe.x 1 x 120 ml,Duncan
ENALDUN,10 mg comp.x 30,Duncan
ENALDUN,10 mg comp.x 60,Duncan
ENALDUN,20 mg comp.x 30,Duncan
ENALDUN,20 mg comp.x 60,Duncan
ENALDUN,5 mg comp.x 30,Duncan
GEDUN,600 mg comp.x 30,Duncan
NETOCUR,800/160 mg comp.x 10,Duncan
NETOCUR,jbe.x 100 ml,Duncan
NETOCUR BALSAMICO,comp.x 10,Duncan
NETOCUR BALSAMICO,jbe.x 100 ml,Duncan
PROBLOCK,10 mg comp.rec.x 30,Eczane
PROBLOCK,2.5 mg comp.rec.x 30,Eczane
PROBLOCK,5 mg comp.rec.x 30,Eczane
ENTOCORT,c·ps.lib.contr.x 100,Eczane
ACLOXIGENAC,50 mg comp.rec.x 10,Eczane
ACLOXIGENAC,50 mg comp.rec.x 15,Eczane
ESTOCALM,10 mg comp.x 20,Eczane
ESTOCALM,10 mg comp.x 50,Eczane
FENOSANE,200 mg c·ps.x 30,Eczane
CARBOMAX,comp.x 20,Eczane
ITOPLUS,50 mg comp.x 10,Eczane
ITOPLUS,50 mg comp.x 30,Eczane
ITOPLUS,50 mg comp.x 60,Eczane
LOVOPREN,2 mg comp.x 10,Eczane
NEOBLOCK 5,5 mg comp.x 28,Eczane
PIOMAT,comp.rec.x 20,Eczane
PIOMAT,comp.rec.x 40,Eczane
PIOMAT,comp.rec.x 60,Eczane
ROVASTANE,10 mg comp.rec.x 30,Eczane
ROVASTANE,20 mg comp.rec.x 30,Eczane
MITEX,40 mg comp.x 28,Eczane
MITEX,80 mg comp.x 28,Eczane
THIOGAMMA 600 ORAL,600 mg comp.rec.x 30,Eczane
NORMOPAX 200,comp.x 30,Eczane
NORMOPAX 200,comp.x 60,Eczane
URDECOLE,300 mg comp.x 30,Eczane
URDECOLE,300 mg comp.x 50,Eczane
URDECOLE,500 mg comp.x 30,Eczane
LISOVYR 800,comp.rec.x 20,Elea
LISOVYR 800,comp.rec.x 40,Elea
LISOVYR,c·ps.x 20,Elea
LISOVYR SUSPENSION 8%,fco.x 120 ml,Elea
LISOVYR CORT,pomo x 5 g,Elea
REGENESIS,70 mg comp.x 4,Elea
MYLANTA II,comp.x 30,Elea
MYLANTA II,comp.x 60,Elea
MYLANTA PLUS,liq.x 160 ml,Elea
MYLANTA II,lÌq.x 360 ml,Elea
MYLANTA SIMPLE,lÌq.x 160 ml,Elea
VIROSOL,100 mg comp.x 10,Elea
VIROSOL,100 mg comp.x 30,Elea
AMBRIL,jbe.x 120 ml,Elea
BRONQUISEDAN,ad.jbe.x 150 ml,Elea
FENSARTAN UNIMAX,100/5 mg comp.x 30,Elea
FENSARTAN UNIMAX,50/5 mg comp.x 30,Elea
CLAVULOX,1 g comp.x 14,Elea
CLAVULOX DUO,400 mg/5 ml susp.x 70 ml,Elea
CLAVULOX,500 mg comp.rec.x 14,Elea
CLAVULOX XR,comp.rec.x 16,Elea
CLAVULOX XR,comp.rec.x 28,Elea
CLAVULOX ES,susp.x 100 ml,Elea
BIOVAC HB,10 mcg f.a.x 0.5 ml,Elea
BIOVAC HB,20 mcg f.a.x 1 ml,Elea
ZARATOR,10 mg comp.x 30,Elea
ZARATOR,10 mg comp.x 60,Elea
ZARATOR,20 mg comp.x 30,Elea
ZARATOR,20 mg comp.x 60,Elea
ZARATOR,40 mg comp.x 30,Elea
ZARATOR PLUS,10/10mg comp.x30,Elea
ZARATOR PLUS,20/10mg comp.x30,Elea
CRONOPEN,500 mg comp.rec.x 3,Elea
CRONOPEN,500 mg comp.rec.x 5,Elea
CRONOPEN,500 mg comp.rec.x 6,Elea
CRONOPEN,susp.x 15 ml,Elea
CRONOPEN,susp.x 30 ml,Elea
ABARAX,100 mg comp.x 100,Elea
ABARAX,50 mg comp.x 100,Elea
ELPI LIP,comp.x 30,Elea
BERLOFEN,sol.oft.x 5 ml,Elea
RINO-B 100,aerosol x 100 dosis,Elea
RINO-B 50,aerosol x 200 dosis,Elea
NEUMOTEX NEBU,env.x 20 ml,Elea
NEUMOTEROL AEROSOL,160/4.5 x 120 dosis,Elea
NEUMOTEROL AEROSOL,80/4.5 x 120 dosis,Elea
NEUMOTEROL 200,c·ps.x 120 + aplic.,Elea
NEUMOTEROL 200,c·ps.x 120 s/aplicador,Elea
NEUMOTEROL 400,c·ps.x 60 + aplic.,Elea
NEUMOTEROL 200,c·ps.x 60 + aplic.,Elea
NEUMOTEROL 200,c·ps.x 60 s/aplicador,Elea
DACTEN,16 mg comp.x 15,Elea
DACTEN,16 mg comp.x 30,Elea
DACTEN,8 mg comp.x 15,Elea
DACTEN,8 mg comp.x 30,Elea
DACTEN D,comp.x 15,Elea
DACTEN D,comp.x 30,Elea
PH LAGRIMAS GEL,gel oft.x 10 ml,Elea
VERATEN UD,10 mg c·ps.lib.ext.x 30,Elea
VERATEN,12.5 mg comp.x 28,Elea
VERATEN,12.5 mg comp.x 30,Elea
VERATEN UD,20 mg c·ps.lib.ext.x 30,Elea
VERATEN,25 mg comp.x 28,Elea
VERATEN,25 mg comp.x 30,Elea
VERATEN,3.125 mg comp.x 30,Elea
VERATEN UD,40 mg c·ps.lib.ext.x 30,Elea
VERATEN,6.25 mg comp.x 28,Elea
VERATEN,6.25 mg comp.x 30,Elea
VERATEN UD,80 mg c·ps.lib.ext.x 30,Elea
FORTUM,1000 mg f.a.x 1,Elea
CEFUROX,250 mg comp.rec.x 14,Elea
CEFUROX SABOR MEJORADO,250 mg susp.oral x 50 ml,Elea
CEFUROX,500 mg comp.rec.x 14,Elea
CEFUROX,500 mg comp.rec.x 8,Elea
CEFUROX,750 mg f.a.x 1,Elea
INMUNOSPORIN 0.1%,sol.oft.x 5 ml,Elea
LICUAGEN,100 mg comp.x 30,Elea
CILOSTAL,100 mg comp.x 30,Elea
TRASTOCIR,100 mg comp.x 30,Elea
TRASTOCIR,100 mg comp.x 60,Elea
CILOSTAL,100 mg comp.x 60,Elea
LICUAGEN,50 mg comp.x 30,Elea
TRASTOCIR,50 mg comp.x 30,Elea
CILOSTAL,50 mg comp.x 30,Elea
TRASTOCIR,50 mg comp.x 60,Elea
FOTAMICIN,susp.oft.x 5 ml,Elea
FOTAMICIN,ung.oft.x 3.5 g,Elea
AEROXINA,250 mg susp.x 60 ml,Elea
AEROXINA U.D.,500 mg comp.rec.x 10,Elea
AEROXINA U.D.,500 mg comp.rec.x 5,Elea
AEROXINA U.D.,500 mg comp.rec.x 8,Elea
AEROXINA,500 mg comp.x 16,Elea
OVUMIX MAX,c·ps.bl.vag.x 7,Elea
KARIDIUM,10 mg comp.x 15,Elea
KARIDIUM,10 mg comp.x 30,Elea
KARIDIUM,10 mg comp.x 60,Elea
KARIDIUM,20 mg comp.x 60,Elea
NEFAZAN,75 mg comp.x 15,Elea
NEFAZAN,75 mg comp.x 30,Elea
GLUCOTRIN FORTE LIQUIDO,env.x 300 ml,Elea
GLUCOTRIN FORTE,sobres x 30,Elea
DABIDANE,110 mg c·ps.x 30,Elea
DABIDANE,110 mg c·ps.x 60,Elea
DABIDANE,150 mg c·ps.x 30,Elea
DABIDANE,150 mg c·ps.x 60,Elea
DABIDANE,75 mg c·ps.x 30,Elea
DACTILUS,10 mg comp.rec.x 28,Elea
DARISEC,15 mg comp.x 30,Elea
DARISEC,7.5 mg comp.x 15,Elea
DARISEC,7.5 mg comp.x 30,Elea
CARMIN,comp.rec.x 28,Elea
POLYPLEX,susp.oft.x 5 ml,Elea
ARTRICARE,50 mg c·ps.x 30,Elea
DOLO NERVOBION 10000 NF,a.x 6 pares I y II,Elea
DOLO NERVOBION,c·ps.x 20,Elea
BENADRYL,c·ps.x 30,Elea
BENADRYL,iny.a.x 1 x 5 ml,Elea
BENADRYL,jbe.x 240 ml,Elea
BENADRYL ANTITUSIVO,jbe.x 240 ml,Elea
BENADRYL DM COMPUESTO,jbe.x 240 ml,Elea
FLEVOMAX,500 mg comp.rec.x 30,Elea
FLEVOMAX,500 mg comp.rec.x 60,Elea
OLDINOT,10 mg comp.x 30,Elea
OLDINOT,5 mg comp.x 30,Elea
ZOPIROL DM,sol.oft.x 5 ml,Elea
LINUS,comp.x 30,Elea
LINUS DUO,0.5/0.4 mg c·ps.x 30,Elea
OMATEX,20 mg jga.prell.x 10,Elea
OMATEX,40 mg jga.prell.x 10,Elea
OMATEX,40 mg jga.prell.x 2,Elea
OMATEX,60 mg jga.prell.x 10,Elea
OMATEX,80 mg jga.prell.x 10,Elea
LANX EP 25 MG,25 mg comp.x 30,Elea
LANX EP 50 MG,50 mg comp.x 30,Elea
ERITROMICINA ELEA,gts.x 5 ml,Elea
ERITROMICINA ELEA,ung.x 3.5 g,Elea
ARAMIX,10 mg comp.rec.x 30,Elea
ARAMIX,20 mg comp.rec.x 30,Elea
LANX,100 mg comp.x 30,Elea
LANX,25 mg comp.x 30,Elea
8 HORAS,2 mg comp.x 30,Elea
8 HORAS,3 mg comp.x 30,Elea
ELLERING,anillo vaginal sob.x 1,Elea
ZARONTIN,c·ps.x 25,Elea
ZARONTIN,lÌq.x 120 ml,Elea
TRILIP,10 mg comp.x 30,Elea
EPAMIN,c·ps.x 30,Elea
EPAMIN,c·ps.x 60,Elea
EPAMIN,c·ps.x 90,Elea
EPAMIN,lÌq.x 120 ml,Elea
LONIKAN,comp.x 50,Elea
RINISONA,50mcg spray nasal x120ds,Elea
RINISONA,50mcg spray nasal x60ds.,Elea
ALERNIX CORT,spray nasal x 120 ds.,Elea
ALERNIX CORT,spray nasal x 60 ds.,Elea
NEUMOTIDE AEROSOL,125/25 mcg x 120 dosis,Elea
NEUMOTIDE AEROSOL,250/25 mcg x 120 dosis,Elea
NEUMOTIDE POLVO 500/50,c·ps.p/inh.x 60+aplic.,Elea
NEUMOTIDE POLVO 250/50,c·ps.p/inh.x 60+aplic.,Elea
ALVETIDE,184/22 mcg x 30 dosis,Elea
ALVETIDE,92/22 mcg x 30 dosis,Elea
EGESTAN FOLICO,1 mg comp.x 30,Elea
EGESTAN FOLICO,1 mg comp.x 60,Elea
EGESTAN FOLICO,5 mg comp.x 30,Elea
EGESTAN FOLICO,5 mg comp.x 60,Elea
GATIMICIN,0.3% sol.oft.x 5 ml,Elea
GATIMICIN FORTE,0.5% sol.oft.x 5 ml,Elea
GATIMICIN D,susp.oft·lmica x 5 ml,Elea
TANAKAN FORTE,comp.x 15,Elea
TANAKAN FORTE,comp.x 30,Elea
TANAKAN,grag.x 30,Elea
TANAKAN,grag.x 60,Elea
DIABUTIL 2 MG,2 mg comp.x 30,Elea
DIABUTIL 4 MG,4 mg comp.x 30,Elea
CEDRIC JARABE,jbe.x 220 ml,Elea
ANUSOL HC,cr.x 10 g,Elea
ANUSOL DUO,cr.x 10 g,Elea
ANUSOL HC,sup.x 12,Elea
ANUSOL DUO S,sup.x 12,Elea
PH LAGRIMAS,gtas.x 15 ml,Elea
ANEMIDOX FERRUM,c·ps.x 30,Elea
ANEMIDOX ULTRA,c·ps.x 30,Elea
ANEMIDOX FERRUM,c·ps.x 60,Elea
ANEMIDOX ULTRA,c·ps.x 60,Elea
FEMOREL,150 mg comp.x 1,Elea
FEMOREL,150 mg comp.x 3,Elea
FEMOREL I.V.,jga.prell.x 1,Elea
FEMOREL MAX,comp.rec.x1+comp.rec.x30,Elea
AUDAX,c·ps.x 30,Elea
IVER P,3 mg comp.x 6,Elea
IVER P,6 mg comp.x 6,Elea
LAMIRAX,100 mg comp.dispers.x 30,Elea
LAMIRAX,100 mg comp.dispers.x 60,Elea
LAMIRAX,200 mg comp.dispers.x 30,Elea
LAMIRAX,25 mg comp.dispers.x 30,Elea
LAMIRAX,50 mg comp.dispers.x 30,Elea
EQUILEA,1000 mg comp.x 30,Elea
EQUILEA,1000 mg comp.x 60,Elea
EQUILEA,500 mg comp.x 30,Elea
EQUILEA,500 mg comp.x 60,Elea
LEFLUMAX,500 mg comp.rec.x 7,Elea
LEFLUMAX,750 mg comp.rec.x 5,Elea
DOS DIAS N,comp.x 2,Elea
FEMEXIN,comp.x 21,Elea
FEMEXIN 28,comp.x 28,Elea
EUTHYROX,100 mcg comp.birran.x 50,Elea
EUTHYROX,112 mcg comp.birran.x 50,Elea
EUTHYROX,125 mcg comp.birran.x 50,Elea
EUTHYROX,137 mcg comp.birran.x 50,Elea
EUTHYROX,150 mcg comp.birran.x 50,Elea
EUTHYROX,175 mcg comp.birran.x 50,Elea
EUTHYROX,200 mcg comp.birran.x 50,Elea
EUTHYROX,25 mcg comp.birran.x 50,Elea
EUTHYROX,50 mcg comp.birran.x 50,Elea
EUTHYROX,75 mcg comp.birran.x 50,Elea
EUTHYROX,88 mcg comp.birran.x 50,Elea
ISMIGEN,comp.subl.x 10,Elea
FENSARTAN,100 mg comp.x 30,Elea
FENSARTAN,50 mg comp.x 30,Elea
FENSARTAN,50 mg comp.x 60,Elea
FENSARTAN CRONOS,comp.lib.cont.x30,Elea
FENSARTAN D,comp.x 30,Elea
LOPRED BIOTIC,susp.oft.x 5 ml,Elea
LOPRED,susp.oft.x 5 ml,Elea
HOLOMAGNESIO,comp.rec.x 100,Elea
HOLOMAGNESIO,comp.rec.x 20,Elea
HOLOMAGNESIO,comp.rec.x 50,Elea
HOLOMAGNESIO B6,comp.x 20,Elea
HOLOMAGNESIO B6,comp.x 50,Elea
PONSTIL FORTE,comp.x 15,Elea
PONSTIL FORTE,comp.x 30,Elea
OLDINOT DUO,10/28mg comp.lib.con.x30,Elea
DELTISONA B,4 mg comp.x 20,Elea
DELTISONA B,40 mg comp.x 20,Elea
DELTISONA B,8 mg comp.x 20,Elea
DELTISONA B,gts.x 20 ml,Elea
GLUCOPHAGE,1000 mg comp.x 30,Elea
GLUCOPHAGE,1000 mg comp.x 60,Elea
